,Cas# /Accession#,Chemical Name
11708,39515-51-0,"Benzaldehyde, 3-phenoxy-"
11709,3960-05-2,"Hexahydro-1,3,5-tris(3-methoxypropyl)-1,3,5-triazine"
11710,39635-31-9,"2,3,3',4,4',5,5'-Heptachlorobiphenyl"
11711,39635-32-0,"2,3,3',5,5'-Pentachlorobiphenyl"
11712,39635-33-1,"3,3',4,5,5'-Pentachlorobiphenyl"
11713,39635-34-2,"2,3,3',4',5,5'-Hexachlorobiphenyl"
11714,39635-35-3,"2,3,3',4,5,5'-Hexachlorobiphenyl"
11715,3964-18-9,"Butane, 2,3-dimethyl-2,3-dinitro-"
11716,3965-55-7,"1,3-Benzenedicarboxylic acid, 5-sulfo-, 1,3-dimethyl ester, sodium salt (1:1)"
11717,39669-97-1,"Hexadecanamide, N-[3-(dimethylamino)propyl]-"
11718,39670-09-2,"2-Propenoic acid, 2-methyl-, 2-[2-(2-ethoxyethoxy)ethoxy]ethyl ester"
11719,3971-28-6,"1,3-Cyclohexanedimethanol"
11720,39711-79-0,Ethyl Menthane Carboxamide
11721,3973-18-0,"Ethanol, 2-(2-propyn-1-yloxy)-"
11722,39807-15-3,"1,3,4-Oxadiazol-2(3H)-one, 3-[2,4-dichloro-5-(2-propynyloxy)phenyl]-5-(1,1-dimethylethyl)-"
11723,398141-87-2,"Thiophene, tetrahydro-, 1,1-dioxide, 3-(C9-11-isoalkyloxy) derivs., C10-rich"
11724,3982-82-9,"Trisiloxane, 1,3,3,5-tetramethyl-1,1,5,5-tetraphenyl-"
11725,3982-91-0,Thiophosphoryl chloride
11726,3984-22-3,"1,3-Dioxolane, 2-ethenyl-"
11727,3985-81-7,"1-Octadecanol, aluminum salt (3:1)"
11728,39872-57-6,"2-Buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-, (2E)-"
11729,39878-87-0,"Benzeneacetyl chloride, .alpha.-amino-, hydrochloride (1:1), (.alpha.R)-"
11730,3990-03-2,"2-Butenedioic acid (2Z)-, 1-ethyl ester"
11731,39968-33-7,"3H-1,2,3-Triazolo[4,5-b]pyridine, 3-hydroxy-"
11732,40027-38-1,"9-Octadecenoic acid (9Z)-, compd. with (Z)-N-9-octadecenyl-1,3-propanediamine"
11733,40039-93-8,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-, polymer with (chloromethyl)oxirane"
11734,40088-47-9,"1,2,3-Tribromo-4-(3-bromophenoxy)benzene"
11735,40150-92-3,"Benzenemethanol, .alpha.-methyl-4-(2-methylpropyl)-"
11736,4016-14-2,"Oxirane, 2-[(1-methylethoxy)methyl]-"
11737,4016-24-4,Sodium 1-methoxy-1-oxohexadecane-2-sulphonate
11738,40164-69-0,"Acetamide, 2-chloro-N-(chloromethyl)-N-(2,6-diethylphenyl)-"
11739,401788-90-7,"Amides, from branched and linear C16-18 and C18-unsatd. fatty acids and triethylenetetramine"
11740,401788-95-2,"Amides, from branched and linear C16-18 and C18-unsatd. fatty acids and 1-piperazineethanamine"
11741,401788-97-4,"Fatty acids, C16-18 and C18-unsatd., branched and linear, reaction products with piperazineethanol"
11742,40186-70-7,"2,2',3,3',4,5',6-Heptachlorobiphenyl"
11743,40186-71-8,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl"
11744,40186-72-9,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl"
11745,40220-08-4,"2-Propenoic acid, (2,4,6-trioxo-1,3,5-triazine-1,3,5(2H,4H,6H)-triyl)tri-2,1-ethanediyl ester"
11746,402591-95-1,"Amides, from ammonia-ethanolamine reaction by-products and branched and linear C16-18 and C18-unsatd. fatty acids"
11747,40292-82-8,Neodecanoyl chloride
11748,402955-41-3,"Benzoic acid, 2,3,4-trifluoro-, sodium salt (1:1)"
11749,403-16-7,"Benzoic acid, 3-chloro-4-fluoro-"
11750,403-17-8,"Benzoic acid, 4-chloro-3-fluoro-"
11751,40321-76-4,"1,2,3,7,8-pentachlorodibenzo-p-dioxin"
11752,4035-89-6,"Imidodicarbonic diamide, N,N',2-tris(6-isocyanatohexyl)-"
11753,403507-18-6,"Fatty acids, C16-18 and C18-unsatd., branched and linear, esters with trimethylolpropane"
11754,40372-66-5,"1,2,4-Butanetricarboxylic acid, 2-phosphono-, sodium salt"
11755,40372-72-3,"3,16-Dioxa-8,9,10,11-tetrathia-4,15-disilaoctadecane, 4,4,15,15-tetraethoxy-"
11756,4039-32-1,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-, lithium salt"
11757,404362-22-7,"1,3-Benzenedimethanamine, N-(2-phenylethyl) derivs."
11758,40487-42-1,Pendimethalin
11759,4051-63-2,"[1,1'-Bianthracene]-9,9',10,10'-tetrone, 4,4'-diamino-"
11760,405160-18-1,"Fatty acids, C16-18 and C18-unsatd., branched and linear, reaction products with diisopropanolamine"
11761,405514-94-5,"1-Butanaminium, N,N-dibutyl-N-methyl-, salt with 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide (1:1)"
11762,406-58-6,"1,1,1,3,3-Pentafluorobutane"
11763,406-78-0,"1,1,2,2-Tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane"
11764,40601-76-1,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[4-(1,1-dimethylethyl)-3-hydroxy-2,6-dimethylphenyl]methyl]-"
11765,40615-36-9,"1,1'-(chlorophenylmethylene)bis[4-methoxybenzene]"
11766,40618-31-3,"2-Naphthalenecarboxamide, N,N'-(2,5-dichloro-1,4-phenylene)bis[4-[(2,5-dichlorophenyl)azo]-3-hydroxy-"
11767,4062-60-6,"1,2-Ethanediamine, N,N'-bis(1,1-dimethylethyl)-"
11768,406207-51-0,"Benzoic acid, 4-(1,1-dimethylethyl)-, ethenyl ester, polymer with ethene, 4-(ethenyloxy)-1-butanol, 1,1,2,3,3,3-hexafluoro-1-propene and 1,1,2,2-tetrafluoroethene"
11769,40630-63-5,1-Octanesulfonyl fluoride
11770,40630-65-7,"1-Butanesulfonamide, 1,1,2,2,3,3,4,4,4-nonafluoro-N-2-propen-1-yl-"
11771,4065-45-6,Sulisobenzone
11772,406679-89-8,"Silane, (isocyanatomethyl)dimethoxymethyl-"
11773,4067-16-7,"3,6,9,12-Tetraazatetradecane-1,14-diamine"
11774,40677-94-9,"2-Propenoic acid, (1,2,2,3,3,4,4,5,5,6,6-undecafluorocyclohexyl)methyl ester"
11775,407-25-0,Trifluoroacetic anhydride
11776,407-59-0,"Butane, 1,1,1,4,4,4-hexafluoro-"
11777,40723-80-6,"1,1,1,2,2-Pentafluoro-4-iodobutane"
11778,4075-81-4,Calcium Propionate
11779,408-35-5,Sodium palmitate
11780,4080-31-3,"3,5,7-Triaza-1-azoniatricyclo[3.3.1.13,7]decane, 1-(3-chloro-2-propen-1-yl)-, chloride (1:1)"
11781,4080-98-2,Dodecanedihydrazide
11782,4083-64-1,"Benzenesulfonyl isocyanate, 4-methyl-"
11783,40843-73-0,"Phenol, 4-(2,4-dichlorophenoxy)-"
11784,40861-29-8,"Carbonic acid, ammonium zinc salt (2:2:1)"
11785,4088-22-6,"1-Octadecanamine, N-methyl-N-octadecyl-"
11786,4089-57-0,"Propanoyl fluoride, 2,3,3,3-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(fluorosulfonyl)ethoxy]-"
11787,4089-58-1,"Propanoyl fluoride, 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-[1,1,2,2-tetrafluoro-2-(fluorosulfonyl)ethoxy]propoxy]-"
11788,4089-61-6,"Propanoic acid, 2-[2-[2-(aminosulfonyl)-1,1,2,2-tetrafluoroethoxy]-1,1,2,3,3,3-hexafluoropropoxy]-2,3,3,3-tetrafluoro-, monoammonium salt"
11789,409-02-9,Methylheptenone
11790,409-21-2,Silicon carbide
11791,4090-60-2,"1,3,2-Dioxaphosphorinane, 5,5-dimethyl-, 2-oxide"
11792,40949-94-8,Potassium;bis(trimethylsilyl)azanide
11793,40957-90-2,40957-90-2
11794,4098-71-9,Isophorone diisocyanate
11795,41015-70-7,2-propanol
11796,41026-17-9,"4-Cyclohexene-1,2-dicarboxylic acid, 2,2-dimethyl-1 ,3-propanediyl ester"
11797,4107-57-7,1-Bromododecan-2-ol
11798,41078-06-2,"Acetamide, 2-cyano-N-[(ethylamino)carbonyl]-"
11799,41088-52-2,"7-Oxabicyclo[4.1.0]heptane-3-carboxylic acid, methyl ester"
11800,4109-20-0,"1,2-Ethanediamine, N1-(2-aminoethyl)-, hydrochloride (1:3)"
11801,4109-96-0,Dichlorosilane
11802,41098-56-0,"1,4-Benzenedisulfonic acid, 2,2'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-(diethylamino)-1,3,5-triazine-4,2-diyl]imino]]bis-, hexasodium salt"
11803,4111-54-0,"2-Propanamine, N-(1-methylethyl)-, lithium salt (1:1)"
11804,41123-56-2,"Propane, 2,2-bis(ethenylsulfonyl)-"
11805,41123-69-7,"Ethanol, 2,2'-[methylenebis(sulfonyl)]bis-"
11806,41130-29-4,"9-Octadecen-1-amine, hydrochloride (1:1), (9Z)-"
11807,4116-10-3,"Butanamide, 2-chloro-N-methyl-3-oxo-"
11808,4118-16-5,"9,10-Anthracenedione, 1,1'-[(6-phenyl-1,3,5-triazine-2,4-diyl)diimino]bis-"
11809,41198-08-7,Profenofos
11810,41199-19-3,"2-Naphthalenol, 1,2,3,4,4a,5,6,7-octahydro-2,5,5-trimethyl-"
11811,41203-81-0,"Phosphonic acid, methyl-, (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphorinan-5-yl)methyl methyl ester"
11812,41240-76-0,"Acetamide, N-[4-(pentyloxy)phenyl]-"
11813,41253-21-8,"1H-1,2,4-Triazole, sodium salt"
11814,41264-06-6,"2H-Pyran-5-carboxylic acid, 4,6-dimethyl-2-oxo-, methyl ester"
11815,41267-43-0,"1,4-Benzenedisulfonic acid, 2,2'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino(6-phenoxy-1,3,5-triazine-4,2-diyl)imino]]bis-, sodium salt (1:6)"
11816,41272-40-6,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, acetate"
11817,4128-73-8,"Benzene, 1,1'-oxybis[4-isocyanato-"
11818,4130-08-9,"Silanetriol, 1-ethenyl-, 1,1,1-triacetate"
11819,4130-42-1,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-ethyl-"
11820,4131-74-2,"Propanoic acid, 3,3'-thiobis-, 1,1'-dimethyl ester"
11821,41317-15-1,"Benzenamine, 4-methoxy-2-methyl-N-phenyl-"
11822,41374-20-3,"Benzenamine, N-(2,4-dimethylphenyl)-4-methoxy-2-methyl-"
11823,41394-05-2,Metamitron
11824,41395-83-9,"Nonanoic acid, 1-methyl-1,2-ethanediyl ester"
11825,414-29-9,Dibenzanthracene
11826,41411-61-4,"2,2',3,4,5,6-Hexachlorobiphenyl"
11827,41411-62-5,"2,3,3',4,5,6-Hexachlorobiphenyl"
11828,41411-63-6,"2,3,4,4',5,6-Hexachlorobiphenyl"
11829,41411-64-7,"2,3,3',4,4',5,6-Heptachlorobiphenyl"
11830,41464-39-5,"2,2',3,5'-Tetrachlorobiphenyl"
11831,41464-40-8,"2,2',4,5'-Tetrachlorobiphenyl"
11832,41464-41-9,"2,2',5,6'-Tetrachlorobiphenyl"
11833,41464-42-0,"2,3',5,5'-Tetrachlorobiphenyl"
11834,41464-43-1,"2,3,3',4'-Tetrachlorobiphenyl"
11835,41464-46-4,"2,3',4',6-Tetrachlorobiphenyl"
11836,41464-47-5,"2,2',3,6'-Tetrachlorobiphenyl"
11837,41464-48-6,"3,3',4,5'-Tetrachlorobiphenyl"
11838,41464-49-7,"2,3,3',5'-Tetrachlorobiphenyl"
11839,41464-51-1,"2,2',3,4',5'-Pentachlorobiphenyl"
11840,41481-66-7,"Phenol, 4,4'-sulfonylbis[2-(2-propenyl)-"
11841,41484-35-9,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, thiodi-2,1-ethanediyl ester"
11842,41484-91-7,Sodium acetate hydrate
11843,4149-60-4,"Nonanoic acid, heptadecafluoro-, ammonium salt"
11844,4151-50-2,"N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide"
11845,4151-51-3,"Phenol, 4-isocyanato-, 1,1',1''-phosphorothioate"
11846,41556-26-7,"Decanedioic acid, bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester"
11847,41583-09-9,"1,3,5-Triazine-2,4,6-triamine, phosphate (1:?)"
11848,4161-22-2,3-Propoxypropan-1-ol
11849,4162-45-2,"2-[2,6-dibromo-4-[2-[3, 5-dibromo-4-(2-hydroxyethoxy)phenyl]propan-2-yl]phenoxy]ethanol"
11850,41638-13-5,"Oxirane, 2,2'-[oxybis[(methyl-2,1-ethanediyl)oxymethylene]]bis-"
11851,41663-84-7,"1H-Isoindole-1,3(2H)-dione, 2-methyl-5-nitro-"
11852,41680-76-6,"1,4-Benzenedicarboxylic acid, 2,5-bis[(4-chlorophenyl)amino]-"
11853,4169-04-4,"1-Propanol, 2-phenoxy-"
11854,4170-30-3,Crotonaldehyde
11855,4174-09-8,"3H-Pyrazol-3-one, 2,4-dihydro-4-[(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)methylene]-5-methyl-2-phenyl-"
11856,41741-86-0,"Chromate(1-), bis[2-[[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1-phenyl-1H-pyrazol-4-yl]azo-.kappa.N1]benzoato(2-)-.kappa.O]-, sodium"
11857,41766-75-0,"3,3'-Dimethylbenzidine dihydrofluoride"
11858,4180-23-8,Anethole (trans)
11859,41825-73-4,"2-Bromo-4,6-dimethylaniline"
11860,41851-50-7,5-Chlorocyclopentadiene
11861,4189-44-0,Thiourea dioxide
11862,41892-01-7,"1-Dodecanaminium, N-(3-chloro-2-hydroxypropyl)-N,N-dimethyl-, chloride (1:1)"
11863,4193-55-9,"C.I. Fluorescent Brightener 28, sodium salt"
11864,4196-86-5,"1,3-Propanediol, 2,2-bis[(benzoyloxy)methyl]-, dibenzoate"
11865,4196-89-8,"1,3-Propanediol, 2,2-dimethyl-, dibenzoate"
11866,41999-41-1,"1-Decene-1-sulfonic acid, sodium salt"
11867,420-04-2,Cyanamide
11868,420-26-8,"Propane, 2-fluoro-"
11869,420-46-2,"1,1,1-Trifluoroethane"
11870,4203-89-8,"2-Propenoic acid, 2-methyl-, 2-(1-oxa-4-azaspiro[4.5]dec-4-yl)ethyl ester"
11871,42060-64-0,"Octafluorotetrahydrothiophene 1,1-dioxide"
11872,42069-01-2,"Phosphorochloridodithioic acid, O-ethyl S-propyl ester"
11873,421-20-5,"Fluorosulfuric acid, methyl ester"
11874,421-73-8,"Propane, 2-chloro-1,1,1,2-tetrafluoro-"
11875,42125-46-2,"Carbonochloridic acid, 4-(1,1-dimethylethyl)cyclohexyl ester"
11876,421595-49-5,"2-Propenoic acid, 2-hydroxyethyl ester, adduct with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane (1:1), reaction products with ethoxylated reduced Me esters of reduced polymd. oxidized tetrafluoroethylene"
11877,4216-02-8,"Bisbenzimidazo[2,1-b:1',2'-j]benzo[lmn][3,8]phenanthroline-6,9-dione"
11878,4219-49-2,Ethylene glycol monopalmitate
11879,422-04-8,"Propanenitrile, 2,2,3,3,3-pentafluoro-"
11880,422-05-9,"1-Propanol, 2,2,3,3,3-pentafluoro-"
11881,422-44-6,HCFC-225bb
11882,422-48-0,HCFC-225ba
11883,422-51-5,"Propane, 1,1,1-trichloro-2,2,3,3-tetrafluoro-"
11884,422-56-0,"3,3-Dichloro-1,1,1,2,2-pentafluoropropane"
11885,422-59-3,"Propanoyl chloride, 2,2,3,3,3-pentafluoro-"
11886,422-61-7,Perfluoropropionyl fluoride
11887,422-63-9,"1,1-Propanediol, 2,2,3,3,3-pentafluoro-"
11888,422-64-0,"Propanoic acid, 2,2,3,3,3-pentafluoro-"
11889,422-85-5,"Propane, 1-bromo-1,1,2,2,3,3,3-heptafluoro-"
11890,422-86-6,"Propane, 1-chloro-1,1,2,2,3,3,3-heptafluoro-"
11891,4221-80-1,"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 2,4-bis(1,1-dimethylethyl)phenyl ester"
11892,4221-98-1,"1,3-Cyclohexadiene, 2-methyl-5-(1-methylethyl)-, (5R)-"
11893,42220-47-3,"Phosphonic acid, (1-hydroxyethylidene)bis-, compd. with 2-aminoethanol"
11894,42222-50-4,"9-Octadecenoic acid (9Z)-, 2,2-dimethyl-1,3-propanediyl ester"
11895,4223-03-4,N-tert-Octylacrylamide
11896,42232-29-1,"Hexadecanoic acid, dodecyl ester"
11897,42272-70-8,"2-Oxetanone, 4-pentadecylidene-3-tetradecyl-"
11898,4229-34-9,"Acetic acid, zirconium(4+) salt (4:1)"
11899,423-39-2,"1,1,1,2,2,3,3,4,4-Nonafluoro-4-iodobutane"
11900,423-50-7,"1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluorohexane-1-sulfonyl fluoride"
11901,423-62-1,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-10-iododecane"
11902,423-82-5,"2-[Ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)amino]ethyl prop-2-enoate"
11903,423-86-9,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-N-prop-2-enyloctane-1-sulfonamide"
11904,42348-86-7,5-Chloro-1-indanone
11905,42389-30-0,"1,2-Benzenediamine, 5-chloro-3-nitro-"
11906,42397-64-8,"1,6-Dinitropyrene"
11907,42397-65-9,"1,8-Dinitropyrene"
11908,424-40-8,"Pentanedioic acid, 2,2,3,3,4,4-hexafluoro-, 1,5-diethyl ester"
11909,424-64-6,"2-Propenoic acid, 2,2,3,3,4,4,4-heptafluorobutyl ester"
11910,42404-50-2,"2-Propenoic acid, 2-[[[[[1,3,3-trimethyl-5-[[[2-[(1-oxo-2-propenyl)oxy]ethoxy]carbonyl]amino]cyclohexyl]methyl]amino]carbonyl]oxy]ethyl ester"
11911,42405-40-3,"Zinc, bis[3,5-bis(1,1-dimethylethyl)-2-hydroxybenzoato-O1,*O2]-, (T-4)-"
11912,4245-35-6,"2-Propenoic acid, 3-methylbutyl"
11913,4246-51-9,"1-Propanamine, 3,3'-[oxybis(2,1-ethanediyloxy)]bis-"
11914,42482-06-4,"2,5-Furandione, dihydro-3-(2-octenyl)-"
11915,425-38-7,"Propanoyl fluoride, 2,2,3,3-tetrafluoro-3-(trifluoromethoxy)-"
11916,425-88-7,"Ethane, 1,1,2,2-tetrafluoro-1-methoxy-"
11917,4251-01-8,"1,4-Benzenediamine, N1,N4-bis(1-methylethyl)-"
11918,4253-22-9,"Stannane, dibutylthioxo-"
11919,4253-34-3,Triacetoxy-methylsilane
11920,42530-36-9,"Benzoic acid, 2-[4-[ethyl(4-methylphenyl)amino]-2-h ydroxybenzoyl]-"
11921,42532-60-5,"Propanenitrile, 2,3,3,3-tetrafluoro-2-(trifluoromethyl)-"
11922,42558-01-0,"Cyclopentanone, 2-(1-hydroxypentyl)-"
11923,4259-15-8,"Zinc, bis[O,O-bis(2-ethylhexyl) phosphorodithioato-.kappa.S,.kappa.S']-, (T-4)-"
11924,4259-43-2,CFC-215cb
11925,42594-17-2,"2-Propenoic acid, (octahydro-4,7-methano-1H-indene-5,?-diyl)bis(methylene) ester"
11926,42595-45-9,"Phosphonic acid, methyl-, bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphorinan-5-yl)methyl] ester"
11927,426-65-3,"Propanoic acid, 2,2,3,3,3-pentafluoro-, ethyl ester"
11928,42615-29-2,"Benzenesulfonic acid, alkyl deriv., linear"
11929,42617-82-3,"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane and .alpha.-hydro-.omega.-hydroxypoly(oxy-1 ,2-ethanediyl)"
11930,426218-78-2,"3-Cyclohexene-1-methanol, 3(or 4)-methyl-1-(2,2,3-trimethyl-3-c yclopenten-1-yl)-, acid-isomerized"
11931,426260-76-6,"Heptane, branched, cyclic and linear"
11932,4270-70-6,Triphenylsulfonium chloride
11933,42728-79-0,"D-Gluconic acid, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)"
11934,42739-64-0,"Copper, [2-(29H,31H-phthalocyaninylmethyl)-1H-isoindole-1,3(2H)-dionato(2-)-N29,N30,N31,N32]-"
11935,42740-50-1,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl"
11936,42751-79-1,"1,2-Ethanediamine, polymer with (chloromethyl)oxirane and N-methylmethanamine"
11937,42757-55-1,"Benzene, 1,1'-sulfonylbis[3,5-dibromo-4-(2,3-dibromopropoxy)-"
11938,4277-06-9,"Cyclohexadeca-1,9-diene"
11939,42774-15-2,"1,3-Benzenedicarboxamide, N1,N3-bis(2,2,6,6-tetramethyl-4-p iperidinyl)-"
11940,42783-06-2,"Ethanol, 2,2'-[[4-[(3,5-dinitro-2-thienyl)azo]phenyl]imino]bis-, diacetate (ester)"
11941,428-59-1,"2,2,3-Trifluoro-3-(trifluoromethyl)oxirane"
11942,42808-36-6,"Octadecanoic acid, 9(or 10)-(sulfooxy)-, 1-butyl ester, sodium salt"
11943,42822-86-6,"Cyclohexanemethanol, 2-hydroxy-alpha,alpha,4-trimethyl-"
11944,42874-03-3,Oxyfluorfen
11945,42874-63-5,"Phenol, 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitro-"
11946,42882-31-5,"1-Naphthalenemethanamine, .alpha.-methyl-"
11947,429-06-1,"Ethanaminium, N,N,N-triethyl-, tetrafluoroborate(1-) (1:1)"
11948,42908-15-6,"Benzoic acid, 3,5-diamino-4-methyl-, 2-ethylhexyl ester"
11949,4292-10-8,"1-Propanaminium, N-(carboxymethyl)-N,N-dimethyl-3-[(1-oxododecyl)amino]-, inner salt"
11950,42928-85-8,2-Octyl  Acrylate
11951,429641-40-7,"1H-Imidazolium, 1,3-bis(1-methylethyl)-, bromide (1:1)"
11952,42965-91-3,"1,2-Ethanediamine, N-(phenylmethyl)-N'-[3-(trimethoxysilyl)propyl]-, monohydrochloride"
11953,42978-66-5,"2-Propenoic acid, (1-methyl-1,2-ethanediyl)bis[oxy(methyl-2,1-ethanediyl)] ester"
11954,43-23-7,"N-(6aminohexyl)-1,6Hexanediamine1"
11955,430-66-0,Hfc-143
11956,430-71-7,Propanoyl fluoride
11957,4300-97-4,"Propanoyl chloride, 3-chloro-2,2-dimethyl-"
11958,430439-54-6,"Inulin, carboxymethyl ether, sodium salt"
11959,43048-08-4,"2-Propenoic acid, 2-methyl-, (octahydro-4,7-methano-1H-indene-5-diyl)bis(methylene) ester"
11960,43057-68-7,"2-Ethyl-2-methyl-2,3-dihydroperimidine"
11961,4306-65-4,"Cyclohexane, 1,1,3,5-tetramethyl-"
11962,4306-88-1,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-nonyl-"
11963,431-03-8,"2,3-Butanedione"
11964,431-31-2,"Propane, 1,1,1,2,3-pentafluoro-"
11965,431-52-7,"1-Propene, 1,1,2-trichloro-3,3,3-trifluoro-"
11966,431-63-0,"Propane, 1,1,1,2,3,3-hexafluoro-"
11967,431-65-2,"3-lodo-1,1,2,3,3-pentafluoropropene"
11968,431-86-7,HCFC-225da
11969,431-89-0,"1,1,1,2,3,3,3-Heptafluoropropane"
11970,43100-38-5,4-tert-Butylbenzohydrazide
11971,43121-43-3,Triadimefon
11972,43151-71-9,"2,7-Naphthalenedisulfonic acid, 4-amino-3-[[4-[[[4-[(2-amino-4-hydroxyphenyl)azo]phenyl]amino]carbonyl]phenyl]azo]-5-hydroxy-6-(phenylazo)-, disodium salt"
11973,43154-85-4,"Butanedioic acid, sulfo-, 1-[1-methyl-2-[(1-oxo-9-octadecenyl)amino]ethyl] ester, disodium salt"
11974,4316-42-1,1-Butylimidazole
11975,4316-73-8,"Glycine, N-methyl-, monosodium salt"
11976,4316-74-9,"Ethanesulfonic acid, 2-(methylamino)-, monosodium salt"
11977,432-08-6,"1-Hexanamine, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N,N-bis(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexyl)-"
11978,432-50-7,Perfluorohexane sulfonate
11979,43224-75-5,"Piperidine, 2,2,6,6-tetramethyl-4-(2-propen-1-y loxy)-"
11980,433-97-6,"Benzoic acid, 2-(trifluoromethyl)-"
11981,4335-09-5,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-6-[2-[4'-[2-(4-hydroxyphenyl)diazenyl][1,1'-biphenyl]-4-yl]diazenyl]-3-[2-(4-nitrophenyl)diazenyl]-, sodium salt (1:2)"
11982,4337-66-0,"Ethanol, 2-amino-, benzoate (1:1)"
11983,4342-61-4,"Disilane, 1,2-dichloro-1,1,2,2-tetramethyl-"
11984,4345-03-3,"Butanedioic acid, 1-[(2R)-3,4-dihydro-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-yl] ester"
11985,434898-80-3,"3,3,8,8,10,10-Hexamethyl-9-[1-[4-(oxiran-2-ylmethoxy)phenyl]ethoxy]-1,5-dioxa-9-azaspiro[5.5]undecane"
11986,4353-28-0,"3,6,9,12,15-Pentaoxaheptadecane"
11987,4376-20-9,Mono(2-ethylhexyl) phthalate
11988,438-41-5,Chlordiazepoxide hydrochloride
11989,4385-05-1,"4-Morpholineethanamine, N,N-dimethyl-"
11990,4390-04-9,"Nonane, 2,2,4,4,6,8,8-heptamethyl-"
11991,4394-85-8,N-Formylmorpholine
11992,4395-53-3,"Anthra[2,1,9-mna]naphth[2,3-h]acridine-5,10,15(16H)-trione, 3-[(9,10-dihydro-9,10-dioxo-1-anthracenyl)amino]-"
11993,440102-72-7,"3H-Indolium, 2-[2-[3-[2-(1,3-dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)ethylidene]-2-[(1-phenyl-1H-tetrazol-5-yl)thio]-1-cyclohexen-1-yl]ethenyl]-1,3,3-trimethyl-, chloride (1:1)"
11994,4402-30-6,"2-propanol, 1,1'-(methylimino)bis-"
11995,4403-90-1,D&C Green No. 5
11996,4404-43-7,C.I. Fluorescent Brightening Agent 28
11997,4418-61-5,2H-Tetrazol-5-amine
11998,4419-11-8,"Pentanenitrile, 2,2'-azobis[2,4-dimethyl-"
11999,4420-74-0,"1-Propanethiol, 3-(trimethoxysilyl)-"
12000,4424-87-7,"Benzo[1,2-c:4,5-c']diacridine-6,9,15,18(5H,14H)-tetrone"
12001,4427-96-7,"4-Ethenyl-1,3-dioxolan-2-one"
12002,4430-18-6,C.I. Acid Violet 43
12003,4430-31-3,"Coumarin, octahydro-"
12004,4433-79-8,"Butanamide, N-(4-chloro-2,5-dimethoxyphenyl)-3-oxo-"
12005,4435-53-4,3-Methoxybutyl acetate
12006,4437-85-8,"1,3-Dioxolan-2-one, 4-ethyl-"
12007,443780-22-1,"Siloxanes and Silicones, ethoxy Pr, ethoxy vinyl, ethoxy-terminated, hydrolysis products with aluminum hydroxide"
12008,4439-20-7,"Ethanol, 2,2'-(1,2-ethanediyldiimino)bis-"
12009,4445-07-2,"Benzene, octadecyl-"
12010,444992-04-5,"1,4-Benzenediamine, N1-(1,3-dimethylbutyl)-N4-phenyl-, reaction products with 2-[[(C12-rich C10-13-branched alkyl)thio]methyl]oxirane"
